date,geography,geography code,"Household language (English and Welsh): All adults in household have English in England, or English or Welsh in Wales as a main language","Household language (English and Welsh): At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","Household language (English and Welsh): No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","Household language (English and Welsh): No people in household have English in England, or English or Welsh in Wales as a main language",Household language (English and Welsh): Total: All households
2021,Wandsworth 027B,E01004545,865,66,7,82,1020
2021,Wandsworth 027C,E01004546,562,33,2,15,612
2021,Wandsworth 029C,E01004547,493,37,2,23,555
2021,Wandsworth 029D,E01004548,845,71,12,94,1022
2021,Wandsworth 027D,E01004549,576,43,9,37,665
2021,Wandsworth 017D,E01004550,451,20,15,35,521
2021,Wandsworth 012E,E01004551,625,68,9,84,786
2021,Wandsworth 008C,E01004552,734,61,10,82,887
2021,Wandsworth 015A,E01004553,660,60,10,47,777
2021,Wandsworth 009A,E01004554,520,61,19,24,624
2021,Wandsworth 017E,E01004555,485,55,13,24,577
2021,Wandsworth 009B,E01004556,482,43,32,28,585
2021,Wandsworth 015B,E01004557,526,71,20,44,661
2021,Wandsworth 015C,E01004558,530,58,33,49,670
2021,Wandsworth 015D,E01004559,431,46,11,29,517
2021,Wandsworth 001A,E01004560,642,97,21,123,883
2021,Wandsworth 039E,E01004563,561,118,36,153,868
2021,Wandsworth 039D,E01004564,681,71,7,69,828
2021,Wandsworth 005A,E01004565,651,61,11,56,779
2021,Wandsworth 001B,E01004566,656,62,17,52,787
2021,Wandsworth 039A,E01004567,662,138,35,147,982
2021,Wandsworth 013A,E01004568,315,55,25,63,458
2021,Wandsworth 023A,E01004569,474,115,38,98,725
2021,Wandsworth 023B,E01004570,424,106,39,149,718
2021,Wandsworth 023C,E01004571,429,101,36,122,688
2021,Wandsworth 016A,E01004572,482,60,29,94,665
2021,Wandsworth 023D,E01004573,410,96,31,94,631
2021,Wandsworth 013B,E01004574,457,80,60,105,702
2021,Wandsworth 013C,E01004575,479,86,16,101,682
2021,Wandsworth 013D,E01004576,415,75,28,74,592
2021,Wandsworth 003C,E01004577,639,77,19,84,819
2021,Wandsworth 004B,E01004579,679,75,17,58,829
2021,Wandsworth 004C,E01004580,639,124,28,102,893
2021,Wandsworth 004D,E01004581,624,84,22,107,837
2021,Wandsworth 001C,E01004582,723,131,11,120,985
2021,Wandsworth 001D,E01004583,601,58,16,137,812
2021,Wandsworth 003D,E01004584,528,83,33,72,716
2021,Wandsworth 008D,E01004585,714,57,12,40,823
2021,Wandsworth 009C,E01004586,726,70,3,52,851
2021,Wandsworth 009D,E01004587,557,86,13,41,697
2021,Wandsworth 008E,E01004588,753,63,9,56,881
2021,Wandsworth 009E,E01004589,609,59,18,46,732
2021,Wandsworth 005B,E01004590,680,72,9,54,815
2021,Wandsworth 005C,E01004591,694,77,13,77,861
2021,Wandsworth 005D,E01004592,693,44,10,31,778
2021,Wandsworth 025A,E01004593,663,76,23,76,838
2021,Wandsworth 020D,E01004594,510,67,11,40,628
2021,Wandsworth 025B,E01004595,644,66,18,65,793
2021,Wandsworth 020E,E01004596,531,63,8,41,643
2021,Wandsworth 025C,E01004597,645,47,11,65,768
2021,Wandsworth 025D,E01004598,794,76,12,74,956
2021,Wandsworth 025E,E01004599,504,37,11,16,568
2021,Wandsworth 018D,E01004601,864,98,27,106,1095
2021,Wandsworth 010C,E01004602,597,52,12,52,713
2021,Wandsworth 006A,E01004604,535,34,7,15,591
2021,Wandsworth 006B,E01004605,692,54,15,43,804
2021,Wandsworth 006C,E01004606,657,66,5,23,751
2021,Wandsworth 006D,E01004607,595,47,10,33,685
2021,Wandsworth 006E,E01004608,634,72,13,65,784
2021,Wandsworth 010E,E01004609,804,82,9,118,1013
2021,Wandsworth 033C,E01004610,512,119,10,73,714
2021,Wandsworth 032B,E01004611,424,75,5,50,554
2021,Wandsworth 032C,E01004612,354,93,12,83,542
2021,Wandsworth 033D,E01004613,473,77,28,119,697
2021,Wandsworth 034A,E01004614,641,77,19,98,835
2021,Wandsworth 034B,E01004615,550,61,16,79,706
2021,Wandsworth 034C,E01004616,548,90,30,97,765
2021,Wandsworth 034D,E01004617,523,88,19,95,725
2021,Wandsworth 032D,E01004618,425,62,7,36,530
2021,Wandsworth 015E,E01004619,452,30,3,14,499
2021,Wandsworth 019C,E01004620,578,37,9,56,680
2021,Wandsworth 019D,E01004621,606,48,3,39,696
2021,Wandsworth 024D,E01004622,419,36,15,49,519
2021,Wandsworth 019E,E01004623,606,50,11,37,704
2021,Wandsworth 024E,E01004624,522,46,11,33,612
2021,Wandsworth 027E,E01004625,440,26,1,6,473
2021,Wandsworth 027F,E01004626,674,50,3,40,767
2021,Wandsworth 019F,E01004627,530,45,7,24,606
2021,Wandsworth 022A,E01004628,634,120,37,99,890
2021,Wandsworth 020F,E01004629,477,64,14,46,601
2021,Wandsworth 022B,E01004630,440,91,47,82,660
2021,Wandsworth 022C,E01004631,459,102,35,146,742
2021,Wandsworth 028A,E01004632,403,75,22,76,576
2021,Wandsworth 022D,E01004633,376,83,41,101,601
2021,Wandsworth 028B,E01004634,523,63,22,73,681
2021,Wandsworth 028C,E01004635,456,95,23,94,668
2021,Wandsworth 028D,E01004636,428,69,22,100,619
2021,Wandsworth 028E,E01004637,389,72,25,82,568
2021,Wandsworth 011B,E01004638,442,38,12,13,505
2021,Wandsworth 011C,E01004639,580,73,11,104,768
2021,Wandsworth 011D,E01004640,667,44,5,54,770
2021,Wandsworth 011E,E01004641,649,72,14,50,785
2021,Wandsworth 016B,E01004642,640,82,27,76,825
2021,Wandsworth 016C,E01004643,679,105,49,136,969
2021,Wandsworth 016D,E01004644,829,116,34,87,1066
2021,Wandsworth 016E,E01004645,543,122,34,117,816
2021,Westminster 002A,E01004646,483,92,20,47,642
2021,Westminster 001A,E01004647,435,70,17,99,621
2021,Westminster 002B,E01004648,701,132,31,168,1032
2021,Westminster 001B,E01004649,408,50,12,121,591
2021,Westminster 002C,E01004650,617,102,15,124,858
2021,Westminster 003A,E01004651,661,75,13,263,1012
2021,Westminster 017A,E01004652,481,118,13,238,850
2021,Westminster 014A,E01004653,603,93,10,92,798
2021,Westminster 014B,E01004654,809,128,20,242,1199
2021,Westminster 014D,E01004656,749,99,17,241,1106
2021,Westminster 012A,E01004657,403,64,5,128,600
2021,Westminster 012B,E01004658,462,77,7,227,773
2021,Westminster 008A,E01004659,596,88,10,152,846
2021,Westminster 008B,E01004660,466,78,10,111,665
2021,Westminster 012C,E01004661,474,145,13,217,849
2021,Westminster 012D,E01004662,542,64,11,164,781
2021,Westminster 012E,E01004663,522,67,7,123,719
2021,Westminster 024A,E01004665,366,115,27,69,577
2021,Westminster 023D,E01004668,387,100,21,80,588
2021,Westminster 024B,E01004669,467,110,29,125,731
2021,Westminster 009A,E01004670,437,261,39,188,925
2021,Westminster 005A,E01004674,580,105,18,67,770
2021,Westminster 005B,E01004675,704,165,23,180,1072
2021,Westminster 006A,E01004676,477,78,16,140,711
2021,Westminster 005C,E01004677,563,96,16,126,801
2021,Westminster 005D,E01004678,595,111,31,98,835
2021,Westminster 005E,E01004679,596,134,24,164,918
2021,Westminster 015A,E01004680,408,65,11,83,567
2021,Westminster 016A,E01004681,568,111,13,225,917
2021,Westminster 016B,E01004682,401,67,13,192,673
2021,Westminster 015B,E01004683,434,90,9,90,623
2021,Westminster 015C,E01004684,269,61,14,131,475
2021,Westminster 015E,E01004686,385,75,12,276,748
2021,Westminster 019A,E01004687,501,71,13,89,674
2021,Westminster 019D,E01004690,287,64,13,71,435
2021,Westminster 019E,E01004691,321,79,5,71,476
2021,Westminster 019F,E01004692,287,63,20,78,448
2021,Westminster 017B,E01004693,425,48,8,111,592
2021,Westminster 016C,E01004694,476,107,9,181,773
2021,Westminster 017C,E01004695,324,66,4,154,548
2021,Westminster 017D,E01004696,421,112,24,137,694
2021,Westminster 016D,E01004697,427,78,14,148,667
2021,Westminster 017E,E01004698,389,61,9,175,634
2021,Westminster 017F,E01004699,553,96,15,234,898
2021,Westminster 016E,E01004700,514,89,9,160,772
2021,Westminster 007A,E01004701,499,96,12,163,770
2021,Westminster 009E,E01004702,551,247,41,234,1073
2021,Westminster 007B,E01004703,619,102,22,121,864
2021,Westminster 007D,E01004705,435,62,14,75,586
2021,Westminster 006B,E01004706,492,86,15,89,682
2021,Westminster 006C,E01004707,531,132,19,72,754
2021,Westminster 006D,E01004708,504,98,12,111,725
2021,Westminster 007E,E01004709,464,124,12,116,716
2021,Westminster 002D,E01004710,395,156,38,130,719
2021,Westminster 002E,E01004711,525,136,43,113,817
2021,Westminster 008C,E01004712,489,85,16,149,739
2021,Westminster 011A,E01004713,501,70,12,112,695
2021,Westminster 011B,E01004714,550,93,11,169,823
2021,Westminster 013A,E01004715,482,123,8,218,831
2021,Westminster 011C,E01004716,391,61,7,72,531
2021,Westminster 011D,E01004717,495,77,2,167,741
2021,Westminster 004A,E01004718,568,109,12,101,790
2021,Westminster 004B,E01004719,582,98,21,79,780
2021,Westminster 004C,E01004720,622,154,16,65,857
2021,Westminster 004D,E01004721,579,93,35,131,838
2021,Westminster 004E,E01004722,469,236,48,115,868
2021,Westminster 005F,E01004723,650,153,22,137,962
2021,Westminster 001C,E01004724,580,102,19,169,870
2021,Westminster 003B,E01004725,395,86,15,90,586
2021,Westminster 003C,E01004726,558,85,14,136,793
2021,Westminster 008D,E01004727,468,84,6,208,766
2021,Westminster 003D,E01004728,478,101,12,134,725
2021,Westminster 003E,E01004729,456,107,14,160,737
2021,Westminster 001D,E01004730,503,75,12,108,698
2021,Westminster 020A,E01004731,677,86,21,251,1035
2021,Westminster 020B,E01004732,514,69,10,98,691
2021,Westminster 020C,E01004733,634,95,13,204,946
2021,Westminster 018A,E01004734,684,108,7,205,1004
2021,Westminster 018B,E01004735,818,92,9,233,1152
2021,Westminster 018C,E01004736,441,36,3,100,580
2021,Westminster 024C,E01004737,450,61,19,71,601
2021,Westminster 021A,E01004740,471,76,5,107,659
2021,Westminster 024F,E01004741,487,73,9,99,668
2021,Westminster 022A,E01004742,509,55,9,135,708
2021,Westminster 021B,E01004743,457,106,19,138,720
2021,Westminster 020D,E01004744,535,73,19,107,734
2021,Westminster 021D,E01004746,464,87,13,107,671
2021,Westminster 021E,E01004747,729,129,18,172,1048
2021,Westminster 020E,E01004748,387,55,6,72,520
2021,Westminster 022B,E01004749,757,110,21,164,1052
2021,Westminster 023E,E01004750,567,89,10,176,842
2021,Westminster 022C,E01004751,600,68,6,96,770
2021,Westminster 022D,E01004752,553,64,7,84,708
2021,Westminster 022E,E01004753,706,89,8,119,922
2021,Westminster 010A,E01004754,356,154,30,138,678
2021,Westminster 010B,E01004755,556,193,34,208,991
2021,Westminster 006E,E01004756,517,92,26,117,752
2021,Westminster 010C,E01004757,379,128,30,86,623
2021,Westminster 014E,E01004760,488,114,19,76,697
2021,Westminster 018D,E01004761,492,56,6,143,697
2021,Westminster 011E,E01004762,528,83,10,141,762
2021,Westminster 013B,E01004763,766,94,14,243,1117
2021,Westminster 013D,E01004765,674,94,12,266,1046
2021,Westminster 010F,E01032512,519,173,44,157,893
2021,Westminster 010G,E01032513,337,96,25,74,532
2021,Bromley 040D,E01032562,551,25,17,27,620
2021,Bromley 040E,E01032563,494,42,8,22,566
2021,Lewisham 037E,E01032564,409,26,20,37,492
2021,Lewisham 038E,E01032565,494,37,21,51,603
2021,Bexley 029D,E01032566,624,36,34,58,752
2021,Greenwich 033D,E01032567,486,49,10,53,598
2021,Bromley 041E,E01032568,587,20,6,27,640
2021,Croydon 045E,E01032569,577,47,18,39,681
2021,Bromley 042D,E01032570,712,11,4,4,731
2021,Ealing 040D,E01032572,571,74,9,102,756
2021,Hounslow 029E,E01032573,688,63,9,141,901
2021,Enfield 037E,E01032574,387,136,47,123,693
2021,Haringey 037D,E01032575,386,117,40,118,661
2021,Harrow 032E,E01032576,301,95,39,78,513
2021,Hillingdon 033E,E01032577,501,60,19,29,609
2021,Lewisham 039E,E01032579,724,114,31,104,973
2021,Barking and Dagenham 023F,E01032580,316,65,34,71,486
2021,Redbridge 034G,E01032581,476,96,27,143,742
2021,Lambeth 036E,E01032582,795,149,23,199,1166
2021,Southwark 034D,E01032583,704,84,24,105,917
2021,Southwark 034E,E01032584,432,65,8,61,566
2021,Sutton 025E,E01032623,530,45,10,21,606
2021,Southwark 035E,E01032637,440,43,4,78,565
2021,Southwark 035D,E01032638,499,45,2,51,597
2021,Southwark 014F,E01032639,567,87,11,117,782
2021,Southwark 035B,E01032640,497,44,1,66,608
2021,Southwark 036B,E01032646,642,84,4,77,807
2021,Southwark 014G,E01032719,535,60,17,190,802
2021,City of London 001F,E01032739,607,86,6,180,879
2021,City of London 001G,E01032740,586,60,2,228,876
2021,Havering 013E,E01032741,547,45,20,118,730
2021,Havering 013F,E01032742,696,46,23,65,830
2021,Ealing 010F,E01032743,470,114,59,177,820
2021,Ealing 010G,E01032744,263,87,23,147,520
2021,Tower Hamlets 004E,E01032764,762,143,19,134,1058
2021,Tower Hamlets 004F,E01032765,551,104,17,68,740
2021,Tower Hamlets 021F,E01032767,511,108,2,173,794
2021,Tower Hamlets 025E,E01032768,468,97,8,112,685
2021,Tower Hamlets 025F,E01032769,450,85,15,82,632
2021,Tower Hamlets 032B,E01032770,653,143,18,269,1083
2021,Tower Hamlets 033B,E01032771,444,113,6,216,779
2021,Tower Hamlets 032C,E01032772,680,131,29,337,1177
2021,Tower Hamlets 032E,E01032774,434,140,26,128,728
2021,Tower Hamlets 031F,E01032775,358,66,19,119,562
2021,Tower Hamlets 034D,E01032776,675,126,10,240,1051
2021,Tower Hamlets 035A,E01032777,393,87,7,87,574
2021,Tower Hamlets 035C,E01032779,423,71,18,142,654
2021,Tower Hamlets 035D,E01032780,636,130,22,221,1009
2021,Tower Hamlets 033C,E01032781,455,116,19,171,761
2021,Tower Hamlets 033D,E01032782,657,154,15,306,1132
2021,Tower Hamlets 031G,E01032783,353,82,12,131,578
2021,Tower Hamlets 004G,E01032784,509,129,12,95,745
2021,Tower Hamlets 010E,E01032785,765,143,28,86,1022
2021,Tower Hamlets 010F,E01032786,392,111,42,75,620
2021,Tower Hamlets 011F,E01032787,401,211,40,120,772
2021,Hammersmith and Fulham 023D,E01032788,553,70,22,67,712
2021,Hammersmith and Fulham 023E,E01032789,431,67,24,74,596
2021,Hammersmith and Fulham 023F,E01032790,350,60,15,63,488
2021,Southwark 036C,E01032803,574,85,14,114,787
2021,Southwark 035C,E01032834,508,48,5,60,621
2021,Hounslow 025F,E01033000,422,73,51,78,624
2021,Hounslow 025G,E01033030,398,67,56,200,721
2021,Hounslow 031D,E01033081,585,67,23,101,776
2021,Hounslow 031C,E01033082,507,48,21,78,654
2021,Hounslow 018F,E01033083,383,76,58,272,789
2021,Hounslow 018G,E01033084,376,92,45,193,706
2021,Haringey 020F,E01033086,343,79,16,74,512
2021,Wandsworth 038C,E01033098,627,78,17,227,949
2021,Wandsworth 004E,E01033099,691,78,19,119,907
2021,Wandsworth 039B,E01033100,575,125,19,131,850
2021,Wandsworth 038D,E01033132,797,100,20,229,1146
2021,Wandsworth 004G,E01033133,515,44,7,80,646
2021,Wandsworth 010G,E01033135,399,28,16,23,466
2021,Enfield 025F,E01033146,348,81,39,88,556
2021,Enfield 003F,E01033148,426,124,38,86,674
2021,Enfield 003G,E01033150,459,60,36,94,649
2021,Enfield 025G,E01033151,302,75,31,94,502
2021,Lambeth 004G,E01033208,679,86,7,182,954
2021,Lewisham 017E,E01033320,492,57,20,69,638
2021,Lewisham 017F,E01033322,446,36,19,72,573
2021,Lewisham 008E,E01033324,539,44,9,36,628
2021,Lewisham 008F,E01033325,484,56,18,159,717
2021,Lewisham 041B,E01033327,713,71,26,194,1004
2021,Lewisham 041C,E01033341,425,45,26,68,564
2021,Brent 031G,E01033455,217,69,32,181,499
2021,Brent 027F,E01033456,539,169,43,125,876
2021,Brent 035A,E01033457,312,117,35,119,583
2021,Brent 003G,E01033463,470,195,41,204,910
2021,Brent 031H,E01033485,445,77,25,161,708
2021,Islington 011E,E01033486,299,61,16,45,421
2021,Islington 011F,E01033487,412,68,7,107,594
2021,Islington 011G,E01033488,450,74,19,78,621
2021,Islington 022G,E01033489,481,85,4,111,681
2021,Islington 022H,E01033490,383,73,11,88,555
2021,Islington 011H,E01033491,698,92,17,158,965
2021,Islington 006F,E01033493,516,75,4,91,686
2021,Islington 006G,E01033494,523,53,23,51,650
2021,Kingston upon Thames 004G,E01033569,542,85,21,156,804
2021,Richmond upon Thames 004G,E01033570,597,73,33,131,834
2021,Richmond upon Thames 004H,E01033571,516,59,8,25,608
2021,Newham 040C,E01033579,616,105,17,158,896
2021,Newham 042A,E01033580,359,83,23,122,587
2021,Newham 041A,E01033581,498,90,45,112,745
2021,Newham 041B,E01033582,323,73,29,175,600
2021,Newham 034I,E01033584,364,98,32,68,562
2021,Newham 040D,E01033586,602,151,22,129,904
2021,Barking and Dagenham 021E,E01033587,683,89,57,212,1041
2021,Redbridge 039B,E01033589,289,75,86,218,668
2021,Redbridge 037C,E01033590,275,47,30,67,419
2021,Redbridge 039A,E01033591,516,175,89,233,1013
2021,Redbridge 037D,E01033592,419,88,31,85,623
2021,Westminster 015F,E01033593,525,109,23,215,872
2021,Westminster 015G,E01033594,438,67,9,187,701
2021,Westminster 023F,E01033597,398,49,13,123,583
2021,Westminster 009F,E01033598,284,118,15,132,549
2021,Westminster 023G,E01033599,340,108,16,61,525
2021,Westminster 009G,E01033601,346,169,13,80,608
2021,Westminster 009H,E01033602,355,116,27,135,633
2021,Westminster 009I,E01033603,365,81,13,135,594
2021,Westminster 009J,E01033604,263,87,23,167,540
2021,Westminster 009K,E01033605,399,136,26,138,699
2021,Hackney 030A,E01033699,487,82,4,141,714
2021,Hackney 030B,E01033700,789,164,15,163,1131
2021,Hackney 028C,E01033702,404,78,18,61,561
2021,Hackney 010F,E01033703,395,78,7,77,557
2021,Hackney 023F,E01033704,832,126,16,129,1103
2021,Hackney 028D,E01033705,380,79,17,76,552
2021,Hackney 033B,E01033706,507,80,9,135,731
2021,Hackney 033C,E01033708,641,97,5,194,937
2021,Hackney 032B,E01033709,607,91,11,162,871
2021,Hackney 028E,E01033710,361,46,37,71,515
2021,Hackney 032C,E01033711,590,94,4,192,880
2021,Hackney 023G,E01033712,524,78,19,73,694
2021,Hackney 010G,E01033713,464,74,10,62,610
2021,Greenwich 035B,E01033727,704,128,17,117,966
2021,Greenwich 035C,E01033728,651,88,14,115,868
2021,Greenwich 030E,E01033729,660,46,16,36,758
2021,Greenwich 041E,E01033732,313,63,11,65,452
2021,Greenwich 039B,E01033734,501,65,8,58,632
2021,Greenwich 042D,E01033735,368,51,21,151,591
2021,Greenwich 039A,E01033736,820,128,20,197,1165
2021,Greenwich 042B,E01033737,551,106,31,125,813
2021,Greenwich 037D,E01033738,517,110,12,104,743
2021,Greenwich 002E,E01033739,477,52,23,96,648
2021,Greenwich 002F,E01033740,382,70,21,71,544
2021,Greenwich 002G,E01033741,456,73,35,77,641
2021,Greenwich 007F,E01033742,409,46,24,89,568
2021,Greenwich 002H,E01033743,501,63,33,64,661
2021,Greenwich 007G,E01033744,504,54,32,70,660
2021,Greenwich 002I,E01033745,457,58,21,53,589
2021,Greenwich 038E,E01033746,611,54,7,33,705
2021,Havering 007F,E01033784,601,33,14,31,679
2021,Havering 007G,E01033785,546,34,13,42,635
2021,Havering 017G,E01033786,350,52,22,135,559
2021,Havering 017H,E01033787,369,64,21,113,567
2021,Havering 017I,E01033788,399,50,21,45,515
2021,Bexley 008H,E01033789,481,51,22,50,604
2021,Bexley 008I,E01033790,414,23,14,37,488
2021,Bexley 019G,E01033791,539,28,10,53,630
2021,Bexley 019H,E01033792,531,21,3,16,571
2021,Lambeth 003F,E01033862,532,62,12,138,744
2021,Lambeth 003G,E01033863,429,77,16,81,603
2021,Lambeth 004H,E01033864,357,57,12,67,493
2021,Lambeth 004I,E01033865,406,59,4,128,597
2021,Lambeth 004J,E01033866,347,62,4,211,624
2021,Southwark 002F,E01033867,439,75,13,79,606
2021,Southwark 002G,E01033868,405,52,2,142,601
2021,Southwark 004F,E01033869,504,56,25,56,641
2021,Southwark 004G,E01033870,648,85,12,117,862
2021,Southwark 004H,E01033871,515,74,15,84,688
2021,Southwark 004I,E01033872,513,51,5,90,659
2021,Southwark 009G,E01033873,449,93,28,104,674
2021,Southwark 009H,E01033874,390,63,3,169,625
2021,Southwark 012G,E01033875,475,64,14,85,638
2021,Southwark 012H,E01033876,429,88,5,131,653
2021,Southwark 012I,E01033877,503,76,11,92,682
2021,Southwark 015F,E01033878,294,48,11,69,422
2021,Southwark 015G,E01033879,606,120,44,74,844
2021,Southwark 015H,E01033880,326,102,17,89,534
2021,Southwark 016F,E01033881,520,82,24,87,713
2021,Southwark 022G,E01033882,456,53,11,63,583
2021,Southwark 022H,E01033883,506,83,15,43,647
2021,Southwark 035A,E01033884,423,54,0,115,592
2021,Southwark 036A,E01033885,486,62,12,67,627
2021,Barnet 017E,E01033911,496,91,18,43,648
2021,Barnet 017F,E01033912,467,78,29,64,638
2021,Barnet 024G,E01033913,297,72,58,112,539
2021,Barnet 024H,E01033914,350,82,50,116,598
2021,Barnet 042A,E01033915,336,73,48,127,584
2021,Barnet 042B,E01033916,314,64,55,217,650
2021,Barnet 042C,E01033917,394,85,35,190,704
2021,Barnet 042D,E01033918,391,57,22,162,632
2021,Barnet 042E,E01033919,363,65,17,203,648
2021,Barnet 042F,E01033920,353,82,32,171,638
2021,Barnet 043A,E01033921,391,78,39,185,693
2021,Barnet 043B,E01033922,371,76,38,201,686
2021,Barnet 043C,E01033923,344,86,35,122,587
2021,Barnet 043D,E01033924,318,91,36,133,578
2021,Barnet 043E,E01033925,348,100,36,132,616
2021,Enfield 014E,E01033926,636,139,72,130,977
2021,Enfield 020F,E01033927,364,81,47,190,682
2021,Enfield 020G,E01033928,340,64,23,150,577
2021,Brent 002F,E01033929,357,84,28,83,552
2021,Brent 002G,E01033930,340,136,23,90,589
2021,Brent 009F,E01033931,315,67,22,97,501
2021,Brent 009G,E01033932,284,139,19,83,525
2021,Brent 010G,E01033933,189,110,18,99,416
2021,Brent 010H,E01033934,207,112,26,98,443
2021,Brent 020F,E01033935,269,109,35,154,567
2021,Brent 020G,E01033936,276,93,25,153,547
2021,Brent 027G,E01033937,326,56,18,83,483
2021,Brent 027H,E01033938,312,54,12,68,446
2021,Brent 027I,E01033939,467,92,45,193,797
2021,Brent 035B,E01033940,412,85,18,195,710
2021,Brent 035C,E01033941,453,64,44,169,730
2021,Brent 035D,E01033942,433,65,8,183,689
2021,Haringey 015E,E01033943,414,142,32,137,725
2021,Haringey 015F,E01033944,437,124,35,98,694
2021,Haringey 020G,E01033945,480,79,19,90,668
2021,Haringey 020H,E01033946,496,66,19,91,672
2021,Ealing 015F,E01034026,322,85,14,205,626
2021,Ealing 015G,E01034027,547,88,38,221,894
2021,Ealing 019F,E01034028,427,56,21,141,645
2021,Ealing 019G,E01034029,436,71,32,161,700
2021,Ealing 042A,E01034030,528,96,30,221,875
2021,Ealing 042B,E01034031,299,50,18,267,634
2021,Hounslow 006G,E01034032,580,61,18,94,753
2021,Hounslow 006H,E01034033,616,81,23,121,841
2021,Hounslow 014F,E01034034,410,71,43,95,619
2021,Hounslow 014G,E01034035,570,36,17,34,657
2021,Hounslow 015F,E01034036,363,71,45,203,682
